hrwage,educ,female,fulltimely
0.0,Less than HS,0,1.0
0.0,Some college,1,0.0
0.0,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
.,Some college,1,.
.,Some college,1,.
38.46154,HS diploma/GED,0,1.0
9.375,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
.,Some college,1,.
0.0,Some college,0,0.0
8.333333,Some college,1,0.0
20.673077,Some college,0,1.0
15.384615,Some college,1,1.0
.,.,0,.
.,.,0,.
9.615385,HS diploma/GED,1,0.0
.,.,0,.
38.46154,Some college,0,1.0
19.23077,Some college,1,0.0
20.673077,Some college,0,1.0
11.538462,College degree,0,0.0
8.923077,HS diploma/GED,0,1.0
10.62753,Some college,1,1.0
9.615385,HS diploma/GED,0,1.0
9.0,Some college,0,1.0
.,Some college,0,.
33.653847,Some college,0,1.0
26.923077,HS diploma/GED,0,1.0
16.112267,Some college,0,1.0
.,Some college,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,Graduate degree,0,.
18.799038,HS diploma/GED,1,1.0
.,Some college,0,.
0.0,Some college,0,1.0
.,Some college,1,.
.,.,0,.
.,.,0,.
.,.,0,.
9.615385,HS diploma/GED,0,1.0
31.25,Some college,1,0.0
.,.,1,.
43.75,College degree,0,1.0
44.444443,HS diploma/GED,0,1.0
19.23077,College degree,1,0.0
.,.,1,.
.,.,1,.
.,.,0,.
0.0,HS diploma/GED,0,1.0
14.423077,College degree,1,1.0
.,.,0,.
.,.,1,.
49.51923,Some college,0,1.0
.,Less than HS,0,.
9.414706,Less than HS,1,0.0
6.5934067,Some college,0,1.0
10.0,HS diploma/GED,0,1.0
.,College degree,0,.
0.0,Some college,1,0.0
16.826923,HS diploma/GED,0,1.0
15.0,HS diploma/GED,1,0.0
.,.,1,.
32.905983,Some college,0,1.0
14.957265,College degree,1,1.0
30.288462,Some college,1,1.0
18.26923,HS diploma/GED,1,1.0
35.714287,HS diploma/GED,1,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
20.192308,HS diploma/GED,0,1.0
.,.,0,.
10.096154,HS diploma/GED,1,1.0
17.628204,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
440.70474,College degree,1,1.0
17.628204,Some college,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
9.615385,HS diploma/GED,1,1.0
26.530613,HS diploma/GED,0,1.0
25.0,HS diploma/GED,1,1.0
18.125,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
8.500801,HS diploma/GED,0,1.0
17.115385,HS diploma/GED,0,1.0
9.615385,HS diploma/GED,1,0.0
33.653847,College degree,1,1.0
48.076923,College degree,0,1.0
.,Less than HS,0,.
.,.,0,.
48.076923,Graduate degree,1,0.0
28.846153,Graduate degree,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
7.7884617,Some college,1,1.0
.,Some college,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
30.612755,Some college,1,1.0
61.225,Graduate degree,0,1.0
.,.,0,.
.,.,0,.
.,Some college,1,.
16.826923,Graduate degree,0,1.0
.,Less than HS,0,.
14.423077,Less than HS,1,0.0
14.0,HS diploma/GED,0,1.0
8.173077,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,Less than HS,0,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,0,.
19.65812,Some college,0,1.0
11.956522,College degree,0,1.0
8.173077,Some college,0,1.0
13.75,Some college,0,1.0
8.5,Some college,1,0.0
20.192308,Some college,0,1.0
18.681318,Some college,1,1.0
.,.,0,.
12.5,HS diploma/GED,0,1.0
7.5,Some college,1,1.0
.,Less than HS,1,.
.,Less than HS,1,.
.,Some college,0,.
.,Some college,1,.
.,Less than HS,0,.
.,Less than HS,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
6.4102564,HS diploma/GED,1,0.0
.,College degree,1,.
14.053254,Some college,1,1.0
.,Some college,1,.
12.179487,Some college,0,1.0
12.019231,HS diploma/GED,1,1.0
.,Less than HS,0,.
10.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
7.7380953,Graduate degree,1,1.0
33.333332,HS diploma/GED,0,0.0
22.222221,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
12.980769,Some college,1,1.0
.,Less than HS,0,.
.,.,1,.
.,.,1,.
17.5,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,College degree,0,.
.,College degree,1,.
.,.,0,.
9.35551,College degree,1,1.0
0.0,College degree,0,0.0
0.0,Some college,1,0.0
13.1875,Some college,1,1.0
19.65812,Some college,0,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
26.442308,Some college,0,1.0
9.40171,College degree,1,1.0
96.15385,HS diploma/GED,0,0.0
7.3333335,Some college,0,1.0
7.3333335,Some college,0,1.0
25.333334,Graduate degree,0,1.0
37.5,College degree,0,1.0
30.288462,Some college,1,1.0
.,.,0,.
.,.,0,.
.,Some college,0,.
19.23077,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,0,.
.,.,0,.
.,.,0,.
17.307692,HS diploma/GED,1,1.0
26.337793,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
10.0,HS diploma/GED,0,1.0
15.73514,College degree,1,1.0
6.730769,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
9.0,HS diploma/GED,1,0.0
10.0,Less than HS,0,0.0
36.458332,Graduate degree,0,1.0
15.384615,College degree,1,1.0
17.75148,Some college,0,1.0
23.076923,Some college,0,1.0
10.989011,Some college,1,1.0
10.229133,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
0.0,HS diploma/GED,0,1.0
7.142857,HS diploma/GED,1,0.0
.,.,0,.
5.6410255,Some college,1,0.0
.,.,1,.
25.48077,College degree,1,1.0
110.57692,Graduate degree,1,0.0
.,.,1,.
.,.,1,.
.,Some college,1,.
.,HS diploma/GED,1,.
12.501,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
6.6623077,Some college,1,0.0
528.8457,College degree,1,1.0
.,HS diploma/GED,0,.
240.38461,College degree,0,1.0
11.111111,Less than HS,0,0.0
.,College degree,0,.
26.442308,HS diploma/GED,0,1.0
27.884615,College degree,0,1.0
13.461538,HS diploma/GED,1,1.0
8.136095,Some college,1,1.0
9.245563,HS diploma/GED,0,1.0
.,Some college,1,.
.,Less than HS,1,.
19.23077,Some college,0,1.0
11.742857,Some college,1,1.0
.,Less than HS,1,.
.,Less than HS,1,.
.,.,0,.
.,Less than HS,1,.
.,Less than HS,1,.
20.512821,College degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,1,.
13.203571,Some college,1,1.0
17.307692,Some college,1,1.0
17.307692,Some college,0,1.0
.,.,1,.
14.423077,HS diploma/GED,0,1.0
27.884615,HS diploma/GED,1,1.0
.,College degree,1,.
.,College degree,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,Less than HS,1,.
19.23077,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,1,1.0
14.285714,HS diploma/GED,0,1.0
6.6666665,College degree,1,0.0
15.384615,Some college,0,1.0
8.0,Some college,0,0.0
19.23077,HS diploma/GED,0,0.0
50.48077,College degree,1,1.0
.,HS diploma/GED,0,.
4.75,College degree,1,0.0
.,.,1,.
.,College degree,1,.
21.634615,Some college,0,1.0
19.23077,Some college,1,1.0
16.112267,Some college,1,1.0
7.5,HS diploma/GED,0,1.0
6.2,HS diploma/GED,1,1.0
16.346153,HS diploma/GED,1,1.0
13.0,HS diploma/GED,0,1.0
.,.,0,.
7.3076925,Less than HS,1,0.0
8.505918,Less than HS,0,1.0
.,.,0,.
.,.,0,.
15.865385,College degree,1,1.0
.,.,0,.
.,HS diploma/GED,1,.
.,Some college,1,.
.,Some college,0,.
19.791666,HS diploma/GED,1,1.0
15.384615,HS diploma/GED,0,1.0
42.307693,College degree,0,1.0
15.625,HS diploma/GED,1,1.0
14.423077,Less than HS,1,1.0
.,HS diploma/GED,1,.
.,Graduate degree,1,.
.,Some college,1,.
20.192308,College degree,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
10.576923,HS diploma/GED,0,1.0
8.59375,HS diploma/GED,1,0.0
0.0,Less than HS,0,0.0
11.538462,Less than HS,0,1.0
16.826923,Some college,1,1.0
19.23077,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,0,.
.,.,0,.
.,.,0,.
21.538462,College degree,0,1.0
3.2051282,Less than HS,1,0.0
.,.,0,.
.,.,0,.
.,.,0,.
15.881731,HS diploma/GED,0,1.0
0.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
12.179487,Some college,1,0.0
.,.,1,.
21.634615,HS diploma/GED,0,1.0
0.0,HS diploma/GED,1,1.0
7.2115383,HS diploma/GED,1,1.0
.,.,0,.
.,Some college,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Less than HS,0,.
.,.,0,.
9.722222,HS diploma/GED,0,0.0
7.6923075,HS diploma/GED,1,1.0
31.73077,HS diploma/GED,1,1.0
9.0,Some college,0,0.0
9.134615,HS diploma/GED,0,1.0
18.376068,HS diploma/GED,0,1.0
19.23077,HS diploma/GED,1,1.0
32.692307,Some college,0,1.0
.,Less than HS,1,.
.,Some college,1,.
17.5,HS diploma/GED,0,1.0
3.125,Less than HS,1,0.0
14.423077,Some college,0,1.0
12.152778,HS diploma/GED,1,1.0
.,.,0,.
.,Less than HS,1,.
28.846153,College degree,0,1.0
21.634615,HS diploma/GED,1,1.0
7.142857,HS diploma/GED,1,0.0
36.057693,Some college,0,1.0
28.846153,College degree,1,1.0
24.038462,Graduate degree,1,1.0
14.102564,Some college,1,1.0
.,Some college,0,.
12.5,HS diploma/GED,1,1.0
32.692307,HS diploma/GED,0,1.0
29.166666,Some college,1,1.0
.,.,1,.
10.576923,Some college,0,1.0
13.461538,Some college,1,1.0
8.653846,Some college,1,1.0
.,.,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
30.0,Less than HS,0,0.0
.,Less than HS,1,.
.,Less than HS,1,.
.,.,1,.
.,.,0,.
.,.,0,.
7.6923075,HS diploma/GED,0,0.0
.,Some college,1,.
71.53846,Graduate degree,0,1.0
0.0,Some college,1,0.0
.,.,1,.
.,.,1,.
.,.,1,.
10.121457,HS diploma/GED,1,1.0
14.814815,Less than HS,1,0.0
.,Less than HS,1,.
11.111111,College degree,0,1.0
19.23077,Graduate degree,0,1.0
19.23077,Graduate degree,1,1.0
26.068377,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,.,1,.
.,Less than HS,1,.
5.769231,Some college,0,1.0
.,College degree,0,.
.,Less than HS,1,.
9.615385,College degree,1,1.0
.,.,1,.
23.504274,College degree,1,1.0
23.504274,College degree,0,1.0
.,Some college,0,.
14.423077,College degree,1,1.0
15.384615,Some college,0,1.0
34.134617,HS diploma/GED,0,1.0
19.23077,College degree,1,1.0
.,.,0,.
.,HS diploma/GED,1,.
32.05128,College degree,0,0.0
7.2115383,Some college,1,1.0
.,HS diploma/GED,1,.
.,Some college,1,.
.,Less than HS,0,.
24.038462,HS diploma/GED,0,1.0
.,Some college,0,.
12.5,Some college,1,0.0
28.846153,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
.,.,0,.
0.0,Less than HS,0,1.0
0.0,Less than HS,0,1.0
.,Graduate degree,0,.
14.102564,Some college,0,1.0
.,Some college,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
35.096153,Some college,0,1.0
20.192308,HS diploma/GED,1,1.0
38.46154,College degree,1,0.0
139.86014,Graduate degree,0,1.0
.,.,0,.
.,College degree,0,.
14.792899,Some college,1,1.0
.,Less than HS,1,.
.,Less than HS,1,.
14.102564,HS diploma/GED,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
42.735043,College degree,0,1.0
.,College degree,1,.
.,College degree,1,.
12.019231,HS diploma/GED,1,1.0
24.038462,College degree,1,0.0
28.846153,College degree,0,1.0
3.8461537,Some college,1,0.0
0.024038462,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
0.0,College degree,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,1,.
.,.,0,.
.,.,1,.
9.615385,HS diploma/GED,0,1.0
8.241758,HS diploma/GED,1,0.0
5.769231,Some college,1,1.0
7.6923075,Some college,1,1.0
.,.,1,.
.,.,0,.
6.696429,HS diploma/GED,1,0.0
17.307692,Some college,0,1.0
4.7619047,Some college,1,1.0
.,College degree,0,.
.,HS diploma/GED,1,.
64.10256,Some college,0,1.0
12.820513,Some college,1,0.0
.,.,1,.
.,College degree,1,.
73.9645,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,1,1.0
.,Some college,1,.
8.665934,HS diploma/GED,1,1.0
25.796635,HS diploma/GED,0,1.0
.,.,1,.
0.90909094,HS diploma/GED,1,0.0
43.26923,Graduate degree,1,1.0
13.461538,HS diploma/GED,0,1.0
53.418804,College degree,0,1.0
31.25,College degree,1,1.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,Graduate degree,1,.
.,HS diploma/GED,1,.
.,College degree,0,.
6.875,Some college,1,1.0
40.0,Some college,0,1.0
.,Less than HS,1,.
28.846153,Some college,0,1.0
22.77328,Some college,0,1.0
0.0,Less than HS,0,1.0
21.634615,HS diploma/GED,1,1.0
55.555557,Some college,0,1.0
37.037037,Some college,1,1.0
.,.,1,.
.,.,1,.
16.826923,Less than HS,0,1.0
19.23077,Some college,1,1.0
78.125,Some college,0,1.0
.,Some college,0,.
.,Some college,1,.
.,Some college,1,.
4.6153846,Less than HS,1,0.0
4.8076925,Less than HS,1,0.0
.,Less than HS,0,.
.,.,0,.
.,.,0,.
19.23077,College degree,1,1.0
92.30769,Graduate degree,0,1.0
3350.6667,Graduate degree,1,0.0
77.365166,Graduate degree,0,1.0
17.333334,Some college,1,0.0
19.23077,College degree,1,1.0
9.615385,College degree,0,1.0
15.384615,College degree,1,1.0
8.653846,HS diploma/GED,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,Less than HS,0,.
28.846153,Graduate degree,0,1.0
.,Less than HS,0,.
.,Graduate degree,1,.
.,Some college,0,.
.,Some college,1,.
26.442308,Some college,0,1.0
0.0,Some college,1,1.0
.,College degree,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
48.95105,College degree,0,1.0
62.93706,Graduate degree,1,1.0
18.376068,Some college,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
.,Some college,0,.
26.442308,Some college,1,1.0
29.326923,Some college,1,1.0
18.75,Some college,1,1.0
.,Less than HS,0,.
.,HS diploma/GED,1,.
96.15385,College degree,0,0.0
.,HS diploma/GED,1,.
38.46154,College degree,0,1.0
.,.,1,.
.,.,0,.
.,Less than HS,0,.
.,Less than HS,0,.
.,Less than HS,1,.
9.0,HS diploma/GED,0,1.0
40.0,HS diploma/GED,0,1.0
11.538462,HS diploma/GED,1,0.0
22.0,HS diploma/GED,0,1.0
9.811617,HS diploma/GED,1,1.0
.,.,0,.
17.5,Some college,0,1.0
25.641026,HS diploma/GED,1,0.0
.,.,0,.
80.76923,College degree,0,1.0
9.375,College degree,1,0.0
.,.,0,.
.,.,1,.
8.173077,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
10.410096,HS diploma/GED,0,1.0
7.3798075,HS diploma/GED,1,1.0
.,Some college,0,.
16.0,HS diploma/GED,0,1.0
9.25,HS diploma/GED,1,0.0
.,.,1,.
.,.,1,.
19.53125,College degree,0,1.0
19.23077,College degree,0,1.0
25.0,College degree,1,1.0
.,.,0,.
8.653846,HS diploma/GED,0,1.0
7.6923075,HS diploma/GED,1,0.0
.,HS diploma/GED,1,.
.,.,1,.
.,Less than HS,1,.
28.846153,Graduate degree,0,1.0
17.857143,Graduate degree,1,0.0
.,.,1,.
.,.,1,.
.,.,1,.
.,.,0,.
.,Less than HS,1,.
15.865385,Less than HS,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
.,Some college,0,.
19.23077,Graduate degree,1,1.0
15.384615,HS diploma/GED,1,1.0
8.5,HS diploma/GED,0,1.0
.,.,1,.
.,Less than HS,1,.
33.284763,Graduate degree,0,1.0
.,.,0,.
.,Some college,0,.
.,Less than HS,1,.
.,Less than HS,0,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,Less than HS,1,.
.,.,0,.
24.038462,Graduate degree,1,1.0
21.634615,College degree,0,1.0
.,.,1,.
.,.,1,.
19.23077,Some college,0,1.0
17.5,HS diploma/GED,1,0.0
8.974359,Some college,0,0.0
31.25,College degree,1,1.0
21.634615,Graduate degree,0,1.0
.,.,0,.
.,.,0,.
.,.,0,.
5.769231,HS diploma/GED,1,1.0
18.26923,HS diploma/GED,0,1.0
15.384615,College degree,1,1.0
20.0,Graduate degree,0,1.0
57.692307,HS diploma/GED,0,1.0
28.846153,Graduate degree,1,1.0
25.641026,College degree,1,1.0
37.284615,Some college,0,1.0
.,.,1,.
.,.,1,.
.,.,1,.
17.582418,Some college,1,1.0
27.403847,College degree,0,1.0
.,.,1,.
.,.,0,.
0.0,HS diploma/GED,0,1.0
24.038462,HS diploma/GED,1,1.0
21.923077,Some college,0,1.0
.,Some college,0,.
.,College degree,1,.
36.057693,Less than HS,0,1.0
8.333333,Less than HS,1,0.0
21.634615,Some college,0,1.0
14.903846,HS diploma/GED,1,1.0
38.46154,HS diploma/GED,1,0.0
.,Less than HS,0,.
21.634615,Graduate degree,0,1.0
24.038462,College degree,0,1.0
10.0,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,.,0,.
23.076923,College degree,0,1.0
19.326923,Some college,1,1.0
.,Some college,1,.
29.487179,College degree,1,1.0
4.8076925,HS diploma/GED,0,1.0
12.451923,Some college,1,1.0
.,HS diploma/GED,0,.
.,.,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
10.576923,Graduate degree,1,1.0
.,HS diploma/GED,0,.
19.23077,Graduate degree,0,1.0
24.038462,College degree,1,1.0
.,.,1,.
.,.,1,.
12.505288,College degree,1,1.0
12.956731,Some college,0,0.0
.,.,1,.
.,Less than HS,0,.
14.423077,Some college,1,1.0
14.423077,Less than HS,0,1.0
.,.,0,.
.,.,1,.
19.23077,College degree,1,0.0
19.23077,Some college,0,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,Some college,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
4.8076925,HS diploma/GED,1,0.0
.,.,1,.
.,.,1,.
24.278847,Some college,0,1.0
.,HS diploma/GED,1,.
7.734722,Some college,1,1.0
.,Less than HS,0,.
.,.,1,.
27.514793,HS diploma/GED,0,1.0
28.846153,Less than HS,0,1.0
19.23077,Some college,0,1.0
6.4102564,HS diploma/GED,1,0.0
.,.,0,.
.,.,1,.
.,.,0,.
.,Less than HS,0,.
.,Less than HS,1,.
7.8125,HS diploma/GED,0,1.0
14.424039,Some college,1,1.0
.,.,0,.
.,.,0,.
.,.,0,.
80.0,College degree,0,1.0
50.0,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
.,.,0,.
33.653847,Some college,1,1.0
.,.,1,.
11.133603,Some college,0,1.0
.,Some college,0,.
33.653847,College degree,1,1.0
.,College degree,0,.
.,College degree,1,.
.,College degree,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
15.384615,College degree,1,0.0
36.057693,Graduate degree,0,1.0
.,.,1,.
12.019231,HS diploma/GED,1,0.0
7.669534,Graduate degree,1,1.0
.,Less than HS,0,.
.,Less than HS,1,.
23.931623,Graduate degree,1,1.0
0.0,College degree,0,1.0
24.038462,College degree,1,1.0
20.192308,College degree,1,1.0
29.761906,Less than HS,0,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,Less than HS,1,.
.,.,0,.
66.56805,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,.,1,.
.,HS diploma/GED,1,.
21.25,Some college,0,1.0
.,Some college,1,.
7.6530614,College degree,0,0.0
11.538462,College degree,1,1.0
.,.,1,.
.,.,1,.
40.0,Less than HS,0,1.0
.,Less than HS,1,.
18.432692,HS diploma/GED,1,1.0
16.826923,HS diploma/GED,1,1.0
.,Less than HS,0,.
48.0,Some college,1,0.0
.,HS diploma/GED,0,.
48.076923,Some college,0,1.0
23.846153,College degree,1,1.0
26.282051,Graduate degree,1,1.0
.,College degree,0,.
.,.,0,.
10.576923,HS diploma/GED,0,1.0
.,Less than HS,0,.
16.346153,Some college,1,1.0
28.846153,HS diploma/GED,0,1.0
14.102564,Some college,0,0.0
.,.,0,.
19.23077,College degree,1,1.0
10.576923,Some college,0,1.0
11.057693,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
3.8461537,HS diploma/GED,1,1.0
.,.,0,.
.,.,1,.
.,Graduate degree,1,.
20.384615,HS diploma/GED,0,1.0
.,.,1,.
12.5,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
125.0,Some college,1,0.0
57.692307,College degree,0,1.0
.,Some college,1,.
21.666666,Some college,1,0.0
15.986395,Some college,0,1.0
.,Some college,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
193.75,College degree,0,1.0
.,College degree,1,.
12.820513,Less than HS,0,1.0
14.903846,College degree,1,1.0
.,Less than HS,1,.
.,.,0,.
.,.,1,.
11.538462,Less than HS,0,1.0
.,.,0,.
.,.,1,.
.,Less than HS,1,.
23.846153,College degree,0,1.0
20.833334,College degree,1,1.0
.,Some college,1,.
8.0,HS diploma/GED,0,0.0
.,.,0,.
.,.,0,.
.,.,0,.
19.23077,Some college,0,1.0
76.92308,College degree,1,0.0
14.423077,Less than HS,1,1.0
9.245563,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,College degree,0,.
.,College degree,1,.
26.442308,College degree,0,1.0
.,.,1,.
.,.,0,.
.,.,0,.
0.0,Less than HS,1,0.0
0.0,Less than HS,0,1.0
8.01282,Less than HS,0,1.0
8.653846,Less than HS,0,1.0
0.0,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,.,0,.
.,.,0,.
.,.,0,.
8.603239,Some college,1,1.0
19.65812,Some college,0,1.0
.,.,0,.
36.057693,College degree,0,1.0
60.096153,Graduate degree,0,1.0
.,Graduate degree,1,.
35.6036,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,.,0,.
13.636364,Graduate degree,0,1.0
10.733453,Some college,0,1.0
15.384615,HS diploma/GED,1,1.0
57.692307,HS diploma/GED,0,0.0
16.666666,Less than HS,0,1.0
.,Less than HS,1,.
4.7058825,Graduate degree,0,1.0
36.013985,Graduate degree,1,1.0
.,.,0,.
.,.,1,.
.,Less than HS,1,.
12.019231,Less than HS,0,1.0
.,.,0,.
.,.,0,.
40.865383,Some college,0,1.0
31.73077,Some college,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,0,.
18.125,Less than HS,0,1.0
.,Less than HS,1,.
8.0,HS diploma/GED,0,1.0
10.0,Some college,0,0.0
.,HS diploma/GED,1,.
0.0,Less than HS,0,0.0
.,Less than HS,1,.
4.8076925,Some college,1,1.0
77.38875,Some college,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
30.68562,Graduate degree,1,0.0
57.692307,Graduate degree,0,1.0
25.641026,HS diploma/GED,1,1.0
18.26923,Some college,0,1.0
.,HS diploma/GED,0,.
.,Some college,1,.
.,.,1,.
.,.,1,.
64.10256,Graduate degree,0,1.0
16.428572,Some college,1,1.0
16.3,College degree,1,1.0
.,.,1,.
.,.,1,.
.,Graduate degree,0,.
.,Graduate degree,1,.
24.038462,Some college,0,0.0
52.884617,Some college,1,1.0
22.076923,College degree,0,1.0
9.134615,Less than HS,1,1.0
35.0,Less than HS,0,1.0
20.192308,Some college,0,1.0
.,Some college,1,.
22.442308,College degree,1,0.0
17.307692,College degree,1,1.0
.,.,0,.
.,HS diploma/GED,1,.
.,Some college,1,.
8.791209,HS diploma/GED,1,1.0
0.0,Less than HS,0,0.0
.,.,0,.
.,.,0,.
10.817307,Some college,1,1.0
16.666666,HS diploma/GED,0,0.0
10.096154,Less than HS,1,1.0
.,Less than HS,1,.
.,Less than HS,1,.
.,Less than HS,1,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
.,Some college,1,.
28.846153,HS diploma/GED,0,1.0
.,Some college,0,.
.,Some college,0,.
26.666666,Less than HS,1,0.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
.,Some college,0,.
10.695188,College degree,1,1.0
13.461538,College degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,1,.
.,.,1,.
72.11539,Graduate degree,0,1.0
12.019231,Some college,0,1.0
.,HS diploma/GED,0,.
16.026442,College degree,0,1.0
0.0,Some college,1,0.0
.,Less than HS,1,.
.,.,1,.
19.23077,Some college,1,1.0
27.777779,Some college,0,1.0
.,Some college,1,.
384.6154,College degree,0,1.0
7.7380953,Some college,1,1.0
6.845238,Some college,1,1.0
.,Less than HS,1,.
36.057693,Some college,0,1.0
33.653847,Some college,1,1.0
.,.,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,College degree,1,.
.,College degree,0,.
37.660255,HS diploma/GED,1,1.0
23.557692,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,1,1.0
.,HS diploma/GED,1,.
8.061225,Some college,0,1.0
7.9426365,College degree,1,1.0
5.769231,HS diploma/GED,0,1.0
3.2051282,Less than HS,1,0.0
33.333332,HS diploma/GED,0,0.0
0.0,Some college,1,0.0
.,Less than HS,0,.
.,.,0,.
17.045454,Less than HS,1,0.0
11.538462,Less than HS,0,1.0
.,.,1,.
.,Less than HS,1,.
23.75,HS diploma/GED,0,1.0
9.615385,Less than HS,1,1.0
.,.,1,.
.,.,1,.
3.125,Less than HS,1,1.0
76.92308,College degree,0,1.0
.,.,0,.
4.945055,HS diploma/GED,1,1.0
.,Less than HS,1,.
14.769231,Some college,0,1.0
.,.,1,.
68.125,Some college,1,0.0
14.423077,Less than HS,0,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,Some college,0,.
.,Graduate degree,1,.
20.192308,HS diploma/GED,1,1.0
19.23077,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
.,.,0,.
9.935898,Graduate degree,1,1.0
34.615383,Graduate degree,0,1.0
1.2019231,Graduate degree,1,0.0
18.333334,HS diploma/GED,0,0.0
9.615385,HS diploma/GED,0,1.0
6.6666665,HS diploma/GED,0,0.0
10.439561,HS diploma/GED,0,1.0
21.978022,Some college,0,1.0
23.076923,College degree,1,1.0
1.9230769,Less than HS,1,0.0
48.701298,College degree,1,1.0
7.0833335,College degree,0,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
14.285714,Some college,0,1.0
.,.,0,.
.,.,0,.
